Код_ISO_субъекта,Субъект_РФ,Место_в_регионе,Профессиональная_группа,Сложность_поиска_работы_в_группе_1_10,Индекс_при_других_настройках_min,Индекс_при_других_настройках_max,Лучшее_место_при_других_настройках,Худшее_место_при_других_настройках,Потребность_в_общем_числе_рабочих_мест_pct,Требуется_работников_человек,Списочная_численность_работников_человек,Требуется_на_10_тыс_рабочей_силы,Эквивалент_вакансий_с_учетом_оплаты,Оценочная_зарплата_группы_2025_руб,Оценочный_зарплатный_запас_группы_2025_руб,Средняя_зарплата_группы_по_РФ_2025_руб,Привлекательность_зарплаты_1_10,Вес_качества_оплаты_0_1,Медианная_зарплата_региона_2025_руб,Прожиточный_минимум_трудоспособных_2025_руб,Лог_отношение_доли_занятых_к_доле_вакансий,Kappa_метод_моментов,Оценка_межрегиональной_дисперсии,Робастный_z_доли_вакансий,Статус_наблюдения,Структурный_ноль_локального_рынка,Размер_группы_к_медианной_группе_региона,Сложность_трудоустройства_в_регионе_1_10,Скорректированная_доля_вакансий_pct,Доля_вакансий_с_учетом_оплаты_pct,Вес_региональных_данных_pct,Доля_группы_среди_занятых_pct,Доля_группы_среди_вакансий_pct
RU-BA,Республика Башкортостан,6,Неквалифицированные рабочие,5.35,5.12,5.6,6,6,8.31,4263.23,47022.01,22.02,2284.172469463567,32876.27148869612,15674.271488696118,52067.0,2.06,0.5357844801860484,61361.0,17202.0,-0.45142618432662857,70.670421472643,0.0011936050185097405,0.36,Устойчивая база,False,0.7914984046989633,6.47,8.31,4.45,99.9,7.46,11.72
RU-BA,Республика Башкортостан,7,"Промышленность, строительство и транспорт",3.72,3.61,3.83,7,7,7.54,7336.04,89914.24,37.89,7336.04,61955.16850348326,44753.16850348326,98120.0,6.85,1.0,61361.0,17202.0,-0.346273302033968,52.95679822120663,0.0017222836868633143,-0.64,Устойчивая база,False,1.5134822505401133,6.47,7.54,7.54,99.9,14.26,20.16
RU-BA,Республика Башкортостан,8,Сельское и лесное хозяйство,3.29,3.2,3.39,8,8,8.48,256.19,2764.74,1.32,182.822629477562,43788.513866164496,26586.513866164496,69349.0,4.12,0.7136212556210704,61361.0,17202.0,-0.5587942800711366,8.672962346589573,0.01170183158124693,-0.33,"Малый локальный рынок, но спрос наблюдается — строка сохранена со сглаживанием",False,0.04653751082540732,6.47,11.03,7.87,43.7,0.44,0.7
RU-BA,Республика Башкортостан,9,"Операторы машин, сборщики и водители",2.79,2.61,2.98,9,9,9.24,9506.64,93336.44,49.11,9506.64,61829.51544057872,44627.51544057872,97921.0,6.82,1.0,61361.0,17202.0,-0.5677688161098364,119.67320227989055,0.0006663313462581509,0.43,Устойчивая база,False,1.5710864627071557,6.47,9.24,9.24,99.9,14.81,26.13
RU-BEL,Белгородская область,1,"Обслуживание, торговля и охрана",8.33,8.12,8.52,1,1,4.65,1285.88,26384.54,15.86,787.5202881280936,38649.051873347125,22412.051873347125,59516.0,3.44,0.6124368433509297,63107.0,16237.0,0.3986126093937982,111.62161988428772,0.0006390395513437586,-0.65,Устойчивая база,False,0.8436535744867805,5.6,4.66,2.86,99.6,8.77,5.87
RU-BEL,Белгородская область,2,Руководители,8.0,7.96,8.05,2,2,3.67,833.7,21906.71,10.28,833.7,115584.79640663107,99347.79640663107,177990.0,9.38,1.0,63107.0,16237.0,0.6477002988523689,146.16402115495765,0.0002852555978408675,0.0,Устойчивая база,False,0.7004736181394596,5.6,3.67,3.67,99.4,7.28,3.81
RU-BEL,Белгородская область,3,Специалисты средней квалификации,7.3,7.28,7.34,3,3,4.69,1540.59,31274.14,19.0,1358.9608452443429,55666.94711820455,39429.94711820455,85722.0,6.04,0.8821041583058068,63107.0,16237.0,0.3892484547032508,103.46780906003967,0.000599737808997421,-0.73,Устойчивая база,False,1.0,5.6,4.7,4.14,99.7,10.4,7.04
RU-BEL,Белгородская область,4,Специалисты высшей квалификации,7.23,7.18,7.27,4,4,4.39,3412.45,74256.89,42.08,3412.45,66885.79616995441,50648.79616995441,102998.0,7.51,1.0,63107.0,16237.0,0.4592936902445065,144.61887250545854,0.00038278707116992195,-0.81,Устойчивая база,False,2.3743863140601147,5.6,4.39,4.39,99.8,24.69,15.59
RU-BEL,Белгородская область,5,Офисные и учётные служащие,6.92,6.78,7.06,5,5,5.91,669.81,10672.89,8.26,447.1741135430494,42131.07714629704,25894.077146297037,64878.0,4.03,0.6676133732596549,63107.0,16237.0,0.14664824443430113,101.86360214376505,0.0006524156213050596,-0.17,Устойчивая база,False,0.34126885663362766,5.6,5.92,3.95,99.1,3.55,3.06
RU-BEL,Белгородская область,6,Неквалифицированные рабочие,4.72,4.56,4.9,6,6,9.7,3399.49,31631.52,41.92,1821.3939825476696,33811.75119110096,17574.751191100957,52067.0,2.42,0.5357844801860484,63107.0,16237.0,-0.3895530579128182,70.670421472643,0.0011936050185097405,0.71,Устойчивая база,False,1.0114273326141023,5.6,9.7,5.2,99.8,10.52,15.53
RU-BEL,Белгородская область,7,"Операторы машин, сборщики и водители",4.23,4.07,4.37,7,7,7.3,3942.61,50099.99,48.62,3942.61,63588.84683933771,47351.84683933771,97921.0,7.2,1.0,63107.0,16237.0,-0.07831468915272093,119.67320227989055,0.0006663313462581509,-0.31,Устойчивая база,False,1.6019621962426465,5.6,7.3,7.3,99.8,16.66,18.01
RU-BEL,Белгородская область,8,"Промышленность, строительство и транспорт",2.48,2.27,2.68,8,8,10.46,5390.01,46121.68,66.46,5390.01,63718.0753043353,47481.0753043353,98120.0,7.21,1.0,63107.0,16237.0,-0.47347607275630216,52.95679822120663,0.0017222836868633143,0.39,Устойчивая база,False,1.4747545416116958,5.6,10.46,10.46,99.9,15.34,24.62
RU-BEL,Белгородская область,9,Сельское и лесное хозяйство,2.26,2.12,2.41,9,9,14.4,1414.25,8403.53,17.44,1009.2388607620987,45034.49657847889,28797.496578478887,69349.0,4.44,0.7136212556210704,63107.0,16237.0,-0.8382227758766838,8.672962346589573,0.01170183158124693,0.53,Устойчивая база,False,0.2687053904599775,5.6,14.4,10.28,99.9,2.79,6.46
RU-BRY,Брянская область,1,Руководители,8.56,8.52,8.61,1,1,3.25,486.08,14485.41,8.33,486.08,100346.1460809434,82564.1460809434,177990.0,8.93,1.0,54787.0,17782.0,0.8424620401094861,146.16402115495765,0.0002852555978408675,-0.34,Устойчивая база,False,0.6445020878429035,6.3,3.26,3.26,99.0,7.8,3.35
RU-BRY,Брянская область,2,"Обслуживание, торговля и охрана",8.1,7.97,8.26,2,2,5.22,963.09,17495.0,16.5,589.8317994628469,33553.57733666739,15771.57733666739,59516.0,2.09,0.6124368433509297,54787.0,17782.0,0.34815390711161087,111.62161988428772,0.0006390395513437586,-0.37,Устойчивая база,False,0.7784083451425674,6.3,5.24,3.21,99.4,9.42,6.63
RU-BRY,Брянская область,3,Специалисты средней квалификации,7.19,7.13,7.27,3,4,5.04,1192.82,22475.35,20.43,1052.1914821103323,48327.84052110024,30545.84052110024,85722.0,4.64,0.8821041583058068,54787.0,17782.0,0.3863770256356329,103.46780906003967,0.000599737808997421,-0.54,Устойчивая база,False,1.0,6.3,5.05,4.45,99.6,12.1,8.21
RU-BRY,Брянская область,4,Неквалифицированные рабочие,7.14,6.95,7.33,3,4,6.78,1718.91,23627.75,29.44,920.9653008366005,29354.024315953033,11572.024315953033,52067.0,1.48,0.5357844801860484,54787.0,17782.0,0.07148385949984874,70.670421472643,0.0011936050185097405,-0.09,Устойчивая база,False,1.051273951239914,6.3,6.79,3.64,99.7,12.72,11.84
RU-BRY,Брянская область,5,Офисные и учётные служащие,6.44,6.39,6.51,5,5,6.72,627.63,8712.33,10.75,419.0141814589572,36576.53388077671,18794.53388077671,64878.0,2.64,0.6676133732596549,54787.0,17782.0,0.08154538241221991,101.86360214376505,0.0006524156213050596,0.24,Устойчивая база,False,0.38763934710694165,6.3,6.73,4.49,98.9,4.69,4.32
RU-BRY,Брянская область,6,Специалисты высшей квалификации,5.91,5.73,6.12,6,6,5.83,2690.84,43458.43,46.09,2690.84,58067.6012924603,40285.6012924603,102998.0,6.18,1.0,54787.0,17782.0,0.23355609202543232,144.61887250545854,0.00038278707116992195,0.14,Устойчивая база,False,1.9336041485449615,6.3,5.83,5.83,99.7,23.4,18.53
RU-BRY,Брянская область,7,"Операторы машин, сборщики и водители",2.84,2.58,3.09,7,7,10.2,2992.53,26344.56,51.26,2992.53,55205.32035727883,37423.32035727883,97921.0,5.64,1.0,54787.0,17782.0,-0.372646415107578,119.67320227989055,0.0006663313462581509,0.74,Устойчивая база,False,1.1721534926041197,6.3,10.19,10.19,99.6,14.19,20.61
RU-BRY,Брянская область,8,"Промышленность, строительство и транспорт",2.4,2.14,2.66,8,8,11.33,3416.77,26727.45,58.52,3416.77,55317.51139649513,37535.51139649513,98120.0,5.68,1.0,54787.0,17782.0,-0.49126549413046555,52.95679822120663,0.0017222836868633143,0.65,Устойчивая база,False,1.189189489818846,6.3,11.33,11.33,99.8,14.39,23.53
RU-BRY,Брянская область,9,Сельское и лесное хозяйство,2.18,1.97,2.39,9,9,15.5,431.84,2354.47,7.4,308.17020302740303,39097.16773171158,21315.167731711583,69349.0,3.18,0.7136212556210704,54787.0,17782.0,-0.8521587843838883,8.672962346589573,0.01170183158124693,0.66,Устойчивая база,False,0.10475787918764334,6.3,15.49,11.06,99.7,1.27,2.97
RU-BU,Республика Бурятия,1,Руководители,7.98,7.92,8.04,1,1,3.93,363.27,8885.56,8.35,363.27,117517.10122557342,96448.10122557342,177990.0,9.31,1.0,64162.0,21069.0,0.8903690155994182,146.16402115495765,0.0002852555978408675,0.19,Устойчивая база,False,0.6196358848728414,6.17,3.94,3.94,98.4,6.8,2.77
RU-BU,Республика Бурятия,2,Неквалифицированные рабочие,7.58,7.49,7.68,2,2,6.92,1066.87,14339.97,24.51,571.6123883760894,34377.00381769724,13308.003817697238,52067.0,1.68,0.5357844801860484,64162.0,21069.0,0.29685846873830996,70.670421472643,0.0011936050185097405,-0.05,Устойчивая база,False,1.0,6.17,6.93,3.71,99.5,10.98,8.14
RU-BU,Республика Бурятия,3,Офисные и учётные служащие,6.75,6.7,6.81,3,3,7.01,448.75,5951.81,10.31,299.59150125027014,42835.40925508598,21766.40925508598,64878.0,3.27,0.6676133732596549,64162.0,21069.0,0.2813483397626226,101.86360214376505,0.0006524156213050596,0.37,Устойчивая база,False,0.4150503801611859,6.17,7.01,4.68,98.4,4.56,3.42
RU-BU,Республика Бурятия,4,"Обслуживание, торговля и охрана",5.39,5.35,5.44,4,4,9.23,951.95,9363.84,21.87,583.0092530279176,39295.17274308235,18226.172743082352,59516.0,2.53,0.6124368433509297,64162.0,21069.0,-0.012953492269783172,111.62161988428772,0.0006390395513437586,1.01,Устойчивая база,False,0.6529888137841293,6.17,9.21,5.64,98.9,7.17,7.26
RU-BU,Республика Бурятия,5,Специалисты высшей квалификации,4.59,4.26,4.93,5,5,8.07,3426.94,39049.75,78.74,3426.94,68003.96871752127,46934.968717521275,102998.0,7.12,1.0,64162.0,21069.0,0.13491923112742132,144.61887250545854,0.00038278707116992195,1.25,Устойчивая база,False,2.723140285509663,6.17,8.06,8.06,99.7,29.9,26.13
RU-BU,Республика Бурятия,6,"Промышленность, строительство и транспорт",3.49,3.16,3.81,6,6,9.83,2085.92,19127.49,47.93,2085.92,64783.29104024532,43714.29104024532,98120.0,6.67,1.0,64162.0,21069.0,-0.08340138201095185,52.95679822120663,0.0017222836868633143,0.19,Устойчивая база,False,1.3338584390343915,6.17,9.83,9.83,99.8,14.64,15.91
RU-BU,Республика Бурятия,7,"Операторы машин, сборщики и водители",3.14,2.8,3.48,7,7,10.58,2202.8,18622.04,50.61,2202.8,64651.90218051225,43582.90218051225,97921.0,6.65,1.0,64162.0,21069.0,-0.16406020822276007,119.67320227989055,0.0006663313462581509,0.86,Устойчивая база,False,1.2986108060198174,6.17,10.57,10.57,99.4,14.26,16.8
RU-BU,Республика Бурятия,8,Специалисты средней квалификации,2.28,2.0,2.55,8,8,14.06,2404.2,14699.71,55.24,2120.7548173988207,56597.56700521718,35528.56700521718,85722.0,5.38,0.8821041583058068,64162.0,21069.0,-0.4852473407833818,103.46780906003967,0.000599737808997421,2.37,Устойчивая база,False,1.0250865238909146,6.17,14.02,12.36,99.4,11.25,18.33
RU-BU,Республика Бурятия,9,Сельское и лесное хозяйство,2.06,1.82,2.29,9,9,22.14,162.5,571.6,3.73,115.96345403842393,45787.36700315912,24718.367003159117,69349.0,3.81,0.7136212556210704,64162.0,21069.0,-0.7942149923986601,8.672962346589573,0.01170183158124693,1.29,"Малый локальный рынок, но спрос наблюдается — строка сохранена со сглаживанием",False,0.039860613376457556,6.17,16.96,12.1,43.3,0.44,1.24
RU-CE,Чеченская Республика,1,Офисные и учётные служащие,9.9,9.86,9.93,1,1,0.38,17.48,4615.47,0.26,11.669881764578767,22271.582131942087,3715.5821319420866,64878.0,1.12,0.6676133732596549,33360.0,18556.0,1.0282483330980532,101.86360214376505,0.0006524156213050596,-8.52,Устойчивая база; нетипично низкая доля — строка сохранена,False,0.5490489275900219,9.56,0.53,0.35,97.8,3.27,1.1
RU-CE,Чеченская Республика,2,Неквалифицированные рабочие,9.25,9.12,9.41,2,2,0.83,216.43,25978.97,3.28,115.95983504666646,17873.770259006575,-682.2297409934254,52067.0,1.01,0.5357844801860484,33360.0,18556.0,0.30022801601887283,70.670421472643,0.0011936050185097405,-4.53,Устойчивая база; нетипично низкая доля — строка сохранена,False,3.090416711276067,9.56,0.85,0.46,99.7,18.38,13.6
RU-CE,Чеченская Республика,3,Специалисты высшей квалификации,9.19,9.05,9.34,3,3,0.84,528.13,62582.93,7.99,528.13,35357.569845336955,16801.569845336955,102998.0,2.24,1.0,33360.0,18556.0,0.2883131238539316,144.61887250545854,0.00038278707116992195,-6.19,Устойчивая база; нетипично низкая доля — строка сохранена,False,7.444765235597113,9.56,0.85,0.85,99.8,44.28,33.19
RU-CE,Чеченская Республика,4,Руководители,9.0,8.84,9.18,4,4,0.9,76.4,8406.3,1.16,76.4,61101.12678665144,42545.12678665144,177990.0,6.45,1.0,33360.0,18556.0,0.22189551374373256,146.16402115495765,0.0002852555978408675,-3.86,Устойчивая база; нетипично низкая доля — строка сохранена,False,1.0,9.56,0.96,0.96,98.3,5.95,4.8
RU-CE,Чеченская Республика,5,"Операторы машин, сборщики и водители",8.86,8.64,9.04,5,5,0.92,54.6,5862.42,0.83,54.6,33614.71675979378,15058.71675979378,97921.0,1.97,1.0,33360.0,18556.0,0.16328377039424252,119.67320227989055,0.0006663313462581509,-6.42,Устойчивая база; нетипично низкая доля — строка сохранена,False,0.697384104778559,9.56,1.08,1.08,98.0,4.15,3.43
RU-CE,Чеченская Республика,6,"Обслуживание, торговля и охрана",8.36,8.09,8.63,6,6,1.16,135.97,11585.22,2.06,83.27303759042591,20430.893094187017,1874.8930941870167,59516.0,1.06,0.6124368433509297,33360.0,18556.0,-0.041509324680924296,111.62161988428772,0.0006390395513437586,-3.87,Устойчивая база; нетипично низкая доля — строка сохранена,False,1.3781592377145713,9.56,1.22,0.75,99.1,8.2,8.55
RU-CE,Чеченская Республика,7,Специалисты средней квалификации,7.91,7.6,8.25,7,7,1.37,242.52,17430.54,3.67,213.92790047232427,29426.994721081715,10870.994721081715,85722.0,1.42,0.8821041583058068,33360.0,18556.0,-0.21014019424102776,103.46780906003967,0.000599737808997421,-4.0,Устойчивая база; нетипично низкая доля — строка сохранена,False,2.0735091538488994,9.56,1.4,1.24,99.4,12.33,15.24
RU-CE,Чеченская Республика,8,"Промышленность, строительство и транспорт",3.95,3.81,4.09,8,8,6.78,319.67,4391.8,4.84,319.67,33683.03028432069,15127.030284320688,98120.0,1.98,1.0,33360.0,18556.0,-1.8299740499220059,52.95679822120663,0.0017222836868633143,-0.97,Устойчивая база,False,0.5224415022066784,9.56,6.82,6.82,98.9,3.11,20.09
RU-CE,Чеченская Республика,,Сельское и лесное хозяйство,,,,,,0.0,0.0,466.32,0.0,0.0,23806.405087518906,5250.405087518906,69349.0,1.17,0.7136212556210704,33360.0,18556.0,-0.35540522766213456,8.672962346589573,0.01170183158124693,-16.81,Локальный рынок почти отсутствует: нулевой спрос не превращён в максимальный балл; нетипично низкая доля — строка сохранена,True,0.05547268120338318,9.56,8.8,6.28,32.4,0.33,0.0
RU-CHE,Челябинская область,1,Руководители,8.38,8.18,8.61,1,1,2.94,1666.19,54933.69,8.89,1666.19,125693.22322724045,107911.22322724045,177990.0,9.58,1.0,68626.0,17782.0,0.8418939302504659,146.16402115495765,0.0002852555978408675,-0.62,Устойчивая база,False,0.8691770002069557,3.86,2.94,2.94,99.7,8.18,3.52
RU-CHE,Челябинская область,2,Офисные и учётные служащие,6.1,5.88,6.35,2,2,6.35,1890.6,27888.22,10.09,1262.1898434847035,45815.63535331708,28033.635353317077,64878.0,4.31,0.6676133732596549,68626.0,17782.0,0.038520896407033996,101.86360214376505,0.0006524156213050596,0.06,Устойчивая база,False,0.4412556192877563,3.86,6.35,4.24,99.7,4.15,4.0
RU-CHE,Челябинская область,3,Специалисты средней квалификации,5.85,5.79,5.93,3,3,5.67,4291.77,71357.25,22.89,3785.7881634921127,60535.2799678943,42753.2799678943,85722.0,6.48,0.8821041583058068,68626.0,17782.0,0.15815080919172977,103.46780906003967,0.000599737808997421,-0.21,Устойчивая база,False,1.1290353970035107,3.86,5.67,5.0,99.9,10.63,9.08
RU-CHE,Челябинская область,4,Специалисты высшей квалификации,5.33,5.32,5.36,4,6,5.8,9891.98,160640.54,52.77,9891.98,72735.2694306383,54953.269430638305,102998.0,7.91,1.0,68626.0,17782.0,0.13476700573640937,144.61887250545854,0.00038278707116992195,0.12,Устойчивая база,False,2.541701871271081,3.86,5.8,5.8,99.9,23.93,20.92
RU-CHE,Челябинская область,5,"Обслуживание, торговля и охрана",5.26,5.01,5.5,4,5,7.74,5147.62,61365.87,27.46,3152.592143570113,42029.0908118009,24247.090811800903,59516.0,3.76,0.6124368433509297,68626.0,17782.0,-0.17425900783725018,111.62161988428772,0.0006390395513437586,0.58,Устойчивая база,False,0.9709488439915471,3.86,7.74,4.74,99.8,9.14,10.89
RU-CHE,Челябинская область,6,Неквалифицированные рабочие,5.03,4.73,5.34,5,7,8.66,5995.63,63201.96,31.98,3212.3655029378774,36768.74573724776,18986.74573724776,52067.0,2.69,0.5357844801860484,68626.0,17782.0,-0.2974410921982574,70.670421472643,0.0011936050185097405,0.45,Устойчивая база,False,1.0,3.86,8.66,4.64,99.9,9.42,12.68
RU-CHE,Челябинская область,7,"Операторы машин, сборщики и водители",4.93,4.89,4.95,6,7,6.17,6151.95,93537.18,32.82,6151.95,69149.98658146306,51367.98658146306,97921.0,7.58,1.0,68626.0,17782.0,0.06848313176801007,119.67320227989055,0.0006663313462581509,-0.82,Устойчивая база,False,1.4799727729962804,3.86,6.17,6.17,99.9,13.94,13.01
RU-CHE,Челябинская область,8,"Промышленность, строительство и транспорт",3.56,3.5,3.62,8,8,7.78,11398.08,135186.17,60.8,11398.08,69290.51667541341,51508.51667541341,98120.0,7.6,1.0,68626.0,17782.0,-0.17962802097506375,52.95679822120663,0.0017222836868633143,-0.55,Устойчивая база,False,2.138955342524188,3.86,7.78,7.78,100.0,20.14,24.1
RU-CHE,Челябинская область,9,Сельское и лесное хозяйство,1.66,1.55,1.78,9,9,21.69,855.07,3088.05,4.56,610.1961270439086,48972.97228825158,31190.972288251578,69349.0,4.74,0.7136212556210704,68626.0,17782.0,-0.995614791514091,8.672962346589573,0.01170183158124693,1.25,"Малый локальный рынок, но спрос наблюдается — строка сохранена со сглаживанием",False,0.04886003535333398,3.86,17.0,12.13,45.9,0.46,1.81
